Tommy Muldoon: The Rookie Cop	 Guardian		Investigator		Police. Warden.	The Dream-Eaters 1	
Where the Gods Dwell	Mythos		Scenario			Where the Gods Dwell 286	Where the Gods Dwell 1
The Eye of Chaos	Mythos		Agenda			Where the Gods Dwell 287	Where the Gods Dwell 2
The Shape of Chaos	Mythos		Agenda			Where the Gods Dwell 288	Where the Gods Dwell 3
Chaos Incarnate	Mythos		Agenda			Where the Gods Dwell 289	Where the Gods Dwell 4
Journey Through the Cold Wastes	Mythos		Act			Where the Gods Dwell 290	Where the Gods Dwell 5
The Thing in the Robes	Mythos		Act			Where the Gods Dwell 291	Where the Gods Dwell 6
Beyond Dreams	Mythos		Act			Where the Gods Dwell 292	Where the Gods Dwell 7
Truth and Lies	Mythos		Act			Where the Gods Dwell 293	Where the Gods Dwell 8
The Dream-Eaters	Mythos		Act			Where the Gods Dwell 294	Where the Gods Dwell 9
Plateau of Leng	Mythos		Location		Leng.	Where the Gods Dwell 295	Where the Gods Dwell 10
Cold Wastes	Mythos		Location		Leng.	Where the Gods Dwell 296	Where the Gods Dwell 11
Monastery of Leng	Mythos		Location		Leng.	Where the Gods Dwell 297	Where the Gods Dwell 12
Onyx Gates	Mythos		Location		Leng. Kadath.	Where the Gods Dwell 298	Where the Gods Dwell 13
The Great Hall	Mythos		Location		Kadath.	Where the Gods Dwell 299	Where the Gods Dwell 14
Forsaken Tower: Of Illusion and Myth	Mythos		Location		Kadath.	Where the Gods Dwell 300	Where the Gods Dwell 15
Forsaken Tower: Of Life and Death	Mythos		Location		Kadath.	Where the Gods Dwell 301	Where the Gods Dwell 16
Forsaken Tower: Of Infinite Truth	Mythos		Location		Kadath.	Where the Gods Dwell 302	Where the Gods Dwell 17
Forsaken Tower: Of Eternal Flame	Mythos		Location		Kadath.	Where the Gods Dwell 303	Where the Gods Dwell 18
Forsaken Tower: Of the Queen of Night	Mythos		Location		Kadath.	Where the Gods Dwell 304	Where the Gods Dwell 19
Forsaken Tower: Of Primeval Light	Mythos		Location		Kadath.	Where the Gods Dwell 305	Where the Gods Dwell 20
Nyarlathotep: The Crawling Chaos	Mythos		Enemy		Ancient One. Elite.	Where the Gods Dwell 306	Where the Gods Dwell 21
Nyarlathotep: The Faceless Whisperer	Mythos		Enemy		Ancient One. Elite.	Where the Gods Dwell 307	Where the Gods Dwell 22
Nyarlathotep: Messenger of the Outer Gods	Mythos		Enemy		Ancient One. Elite.	Where the Gods Dwell 308	Where the Gods Dwell 23
Nyarlathotep: God of a Thousand Forms	Mythos		Enemy		Ancient One. Elite.	Where the Gods Dwell 309	Where the Gods Dwell 24
Nyarlathotep: Stalker Among the Stars	Mythos		Enemy		Ancient One. Elite.	Where the Gods Dwell 310	Where the Gods Dwell 25
High Priest Not to Be Described: Agent of the Other Gods	Mythos		Enemy		Monster. Cultist. Avatar. Elite.	Where the Gods Dwell 311	Where the Gods Dwell 26
Dhole of the Wastes	Mythos		Enemy		Monster.	Where the Gods Dwell 312	Where the Gods Dwell 27
Liar with No Face	Mythos		Enemy		Monster. Cultist. Servitor.	Where the Gods Dwell 313	Where the Gods Dwell 28-30
Whispering Chaos (North)	Mythos		Treachery		Power.	Where the Gods Dwell 314	Where the Gods Dwell 31
Whispering Chaos (East)	Mythos		Treachery		Power.	Where the Gods Dwell 315	Where the Gods Dwell 32
Whispering Chaos (South)	Mythos		Treachery		Power.	Where the Gods Dwell 316	Where the Gods Dwell 33
Whispering Chaos (West)	Mythos		Treachery		Power.	Where the Gods Dwell 317	Where the Gods Dwell 34
Myriad Forms	Mythos		Treachery		Power.	Where the Gods Dwell 318	Where the Gods Dwell 35-36
Restless Journey (Fallacy)	Mythos		Treachery		Curse.	Where the Gods Dwell 319	Where the Gods Dwell 37
Restless Journey (Hardship)	Mythos		Treachery		Curse.	Where the Gods Dwell 320	Where the Gods Dwell 38
Restless Journey (Lies)	Mythos		Treachery		Curse.	Where the Gods Dwell 321	Where the Gods Dwell 39
Abandoned by the Gods	Mythos		Treachery		Curse.	Where the Gods Dwell 322	Where the Gods Dwell 40-41
Spiritual Resolve (5)	 Guardian	3	Asset		Ritual.	Weaver of the Cosmos 323	
Abigail Foreman: Library Intern (4)	 Seeker	3	Asset	 	Ally. Miskatonic.	Weaver of the Cosmos 324	
The Eye of Truth (5)	 Seeker		Skill	   	Spell. Practiced.	Weaver of the Cosmos 325	
Joey "The Rat" Vigil: Lookin' Out for #1 (3)	 Rogue	2	Asset	 	Ally. Criminal.	Weaver of the Cosmos 326	
Sawed-Off Shotgun (5)	 Rogue	3	Asset	 	Item. Weapon. Firearm. Illicit.	Weaver of the Cosmos 327	
Mind's Eye (2)	 Mystic	3	Asset		Ritual.	Weaver of the Cosmos 328	
Shining Trapezohedron (4)	 Mystic	1	Asset	  	Item. Relic.	Weaver of the Cosmos 329	
Nightmare Bauble (3)	 Survivor	1	Asset	 	Item. Charm. Cursed.	Weaver of the Cosmos 330	
Dream Parasite	Neutral		Skill	 	Curse.	Weaver of the Cosmos 331	
Scavenging (2)	 Survivor	1	Asset	 	Talent.	Weaver of the Cosmos 332	
Weaver of the Cosmos	Mythos		Scenario			Weaver of the Cosmos 333	Weaver of the Cosmos 1
The Bridge of Webs	Mythos		Agenda			Weaver of the Cosmos 334	Weaver of the Cosmos 2
A Trail of Twists	Mythos		Agenda			Weaver of the Cosmos 335	Weaver of the Cosmos 3
Realities Interwoven	Mythos		Agenda			Weaver of the Cosmos 336	Weaver of the Cosmos 4
Journey Across the Bridge	Mythos		Act			Weaver of the Cosmos 337	Weaver of the Cosmos 5
The Weaver of the Cosmos	Mythos		Act			Weaver of the Cosmos 338	Weaver of the Cosmos 6
The Scheme's Demise	Mythos		Act			Weaver of the Cosmos 339	Weaver of the Cosmos 7
The Great Web: Web-Stairs	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 340	Weaver of the Cosmos 8-10
The Great Web: Cosmic Web	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 341	Weaver of the Cosmos 11-12
The Great Web: Tangled Web	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 342	Weaver of the Cosmos 13-15
The Great Web: Prison of Cocoons	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 343	Weaver of the Cosmos 16-17
The Great Web: Vast Web	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 344	Weaver of the Cosmos 18-19
The Great Web: Web-Woven Island	Mythos		Location		Otherworld. Extradimensional.	Weaver of the Cosmos 345	Weaver of the Cosmos 20-22
Atlach-Nacha: The Spider God	Mythos		Enemy		Ancient One. Spider. Elite.	Weaver of the Cosmos 346	Weaver of the Cosmos 23
Legs of Atlach-Nacha	Mythos		Enemy		Ancient One. Spider. Elite.	Weaver of the Cosmos 347	Weaver of the Cosmos 24
Legs of Atlach-Nacha	Mythos		Enemy		Ancient One. Spider. Elite.	Weaver of the Cosmos 348	Weaver of the Cosmos 25
Legs of Atlach-Nacha	Mythos		Enemy		Ancient One. Spider. Elite.	Weaver of the Cosmos 349	Weaver of the Cosmos 26
Legs of Atlach-Nacha	Mythos		Enemy		Ancient One. Spider. Elite.	Weaver of the Cosmos 350	Weaver of the Cosmos 27
Web-Spinner	Mythos		Enemy		Monster. Spider.	Weaver of the Cosmos 351	Weaver of the Cosmos 28-30
The Spinner in Darkness	Mythos		Treachery		Power.	Weaver of the Cosmos 352	Weaver of the Cosmos 31-32
Caught in a Web	Mythos		Treachery		Hazard.	Weaver of the Cosmos 353	Weaver of the Cosmos 33-35
Endless Weaving	Mythos		Treachery		Scheme.	Weaver of the Cosmos 354	Weaver of the Cosmos 36-38
