Carolyn Fern: The Psychologist	 Guardian		Investigator		Medic.	The Circle Undone 1	
South Church	Mythos		Location		Arkham.	In the Clutches of Chaos 298	In the Clutches of Chaos 11
South Church	Mythos		Location		Arkham.	In the Clutches of Chaos 299	In the Clutches of Chaos 12
Merchant District	Mythos		Location		Arkham.	In the Clutches of Chaos 300	In the Clutches of Chaos 13
Merchant District	Mythos		Location		Arkham.	In the Clutches of Chaos 301	In the Clutches of Chaos 14
Hangman's Hill: Where It All Ends	Mythos		Location		Arkham.	In the Clutches of Chaos 302	Music of the Damned 3
Silver Twilight Lodge: Shrouded In Mystery	Mythos		Location		Arkham.	In the Clutches of Chaos 303	Music of the Damned 4
Hangman's Hill: Shrouded In Mystery	Mythos		Location		Arkham.	In the Clutches of Chaos 304	Secrets of the Universe 3
Silver Twilight Lodge: Where It All Ends	Mythos		Location		Arkham.	In the Clutches of Chaos 305	Secrets of the Universe 4
Chaos Manifest	Mythos		Treachery		Power.	In the Clutches of Chaos 306	In the Clutches of Chaos 15-17
Primordial Gateway	Mythos		Treachery		Power.	In the Clutches of Chaos 307	In the Clutches of Chaos 18-19
Terror Unleashed	Mythos		Treachery		Curse.	In the Clutches of Chaos 308	In the Clutches of Chaos 20-22
Lodge Enforcer	Mythos		Enemy		Humanoid. Cultist. Silver Twilight.	In the Clutches of Chaos 309	Secrets of the Universe 5-6
Secrets of the Beyond	Mythos		Treachery		Hex.	In the Clutches of Chaos 310	Secrets of the Universe 7-8
Witness of Chaos	Mythos		Enemy		Humanoid. Witch.	In the Clutches of Chaos 311	Music of the Damned 5-6
Toil and Trouble	Mythos		Treachery		Hex.	In the Clutches of Chaos 312	Music of the Damned 7-8
Hallowed Mirror	 Guardian	2	Asset		Item. Relic. Occult. Blessed.	Before the Black Throne 313	
Soothing Melody	 Guardian	0	Event	  	Spell.	Before the Black Throne 314	
"I've had worse…" (2)	 Guardian	0	Event	 	Spirit.	Before the Black Throne 315	
Occult Lexicon	 Seeker	2	Asset		Item. Tome. Occult.	Before the Black Throne 316	
Blood-Rite	 Seeker	0	Event	  	Spell.	Before the Black Throne 317	
Glimpse the Unthinkable (5)	 Seeker	1	Event	  	Insight.	Before the Black Throne 318	
"You owe me one!"	 Rogue	0	Event	  	Favor. Gambit.	Before the Black Throne 319	
Double, Double (4)	 Rogue	4	Asset	 	Ritual.	Before the Black Throne 320	
Wither (4)	 Mystic	2	Asset	 	Spell.	Before the Black Throne 321	
Sixth Sense (4)	 Mystic	3	Asset	 	Spell.	Before the Black Throne 322	
Lure (2)	 Survivor	1	Event	 	Trick.	Before the Black Throne 323	
Eucatastrophe (3)	 Survivor	2	Event	 	Fortune. Blessed.	Before the Black Throne 324	
Before the Black Throne	Mythos		Scenario			Before the Black Throne 325	Before the Black Throne 1
WHEEL OF FORTUNE · X	Mythos		Agenda			Before the Black Throne 326	Before the Black Throne 2
It Awaits	Mythos		Agenda			Before the Black Throne 327	Before the Black Throne 3
The Final Countdown	Mythos		Agenda			Before the Black Throne 328	Before the Black Throne 4
The Cosmos Beckons	Mythos		Act			Before the Black Throne 329	Before the Black Throne 5
In Azathoth's Domain	Mythos		Act			Before the Black Throne 330	Before the Black Throne 6
What Must Be Done	Mythos		Act			Before the Black Throne 331	Before the Black Throne 7
Cosmic Ingress	Mythos		Location		Otherworld.	Before the Black Throne 332	Before the Black Throne 8
Hideous Palace	Mythos		Location		Otherworld.	Before the Black Throne 333	Before the Black Throne 9
Court of the Great Old Ones	Mythos		Location		Otherworld.	Before the Black Throne 334	Before the Black Throne 10
The Black Throne	Mythos		Location		Otherworld.	Before the Black Throne 335	Before the Black Throne 11
Dancer's Mist	Mythos		Location		Otherworld. Void.	Before the Black Throne 336	Before the Black Throne 12-14
Flight into Oblivion	Mythos		Location		Otherworld. Void.	Before the Black Throne 337	Before the Black Throne 15-17
Infinity of Darkness	Mythos		Location		Otherworld. Void.	Before the Black Throne 338	Before the Black Throne 18-20
Cosmic Gate	Mythos		Location		Otherworld. Void.	Before the Black Throne 339	Before the Black Throne 21
Pathway into Void	Mythos		Location		Otherworld. Void.	Before the Black Throne 340	Before the Black Throne 22-23
Mindless Dancer	Mythos		Enemy		Monster.	Before the Black Throne 341	Before the Black Throne 24-26
Ultimate Chaos	Mythos		Treachery		Power.	Before the Black Throne 342	Before the Black Throne 27-29
Whispered Bargain	Mythos		Treachery		Pact.	Before the Black Throne 343	Before the Black Throne 30-31
The End is Nigh!	Mythos		Treachery		Endtimes.	Before the Black Throne 344	Before the Black Throne 32-33
A World in Darkness	Mythos		Treachery		Endtimes.	Before the Black Throne 345	Before the Black Throne 34-35
Azathoth: The Primal Chaos	Mythos		Enemy		Ancient One. Elite.	Before the Black Throne 346	Before the Black Throne 36
