Zoey Samaras: The Chef	 Guardian		Investigator		Believer. Hunter.	The Dunwich Legacy 1	
Spaces Between	Mythos		Treachery		Hex. Hazard.	Where Doom Awaits 297	Where Doom Awaits 27-29
Vortex of Time	Mythos		Treachery		Hex. Hazard.	Where Doom Awaits 298	Where Doom Awaits 30-32
Vicious Blow (2)	 Guardian		Skill	 	Practiced. Expert.	Lost in Time and Space 299	
Monster Slayer (5)	 Guardian	1	Event	 	Spirit.	Lost in Time and Space 300	
Lightning Gun (5)	 Guardian	6	Asset	 	Item. Weapon. Firearm.	Lost in Time and Space 301	
Dr. William T. Maleson: Working on Something Big	 Seeker	1	Asset		Ally. Miskatonic.	Lost in Time and Space 302	
Deciphered Reality (5)	 Seeker	4	Event	  	Insight.	Lost in Time and Space 303	
Chicago Typewriter (4)	 Rogue	5	Asset	 	Item. Weapon. Firearm. Illicit.	Lost in Time and Space 304	
The Gold Pocket Watch: Stealing Time (4)	 Rogue	2	Asset	 	Item. Relic.	Lost in Time and Space 305	
Shrivelling (5)	 Mystic	3	Asset	  	Spell.	Lost in Time and Space 306	
Ward of Protection (5)	 Mystic	1	Event	 	Spell. Spirit.	Lost in Time and Space 307	
Aquinnah: The Forgotten Daughter (3)	 Survivor	4	Asset	 	Ally.	Lost in Time and Space 308	
Try and Try Again (3)	 Survivor	2	Asset	 	Talent.	Lost in Time and Space 309	
The Red-Gloved Man: He Was Never There (5)	Neutral	2	Asset		Ally. Conspirator.	Lost in Time and Space 310	
Lost in Time and Space	Mythos		Scenario			Lost in Time and Space 311	Lost in Time and Space 1
All is One	Mythos		Agenda			Lost in Time and Space 312	Lost in Time and Space 2
Past, Present and Future	Mythos		Agenda			Lost in Time and Space 313	Lost in Time and Space 3
Breaking Through	Mythos		Agenda			Lost in Time and Space 314	Lost in Time and Space 4
The End of All Things	Mythos		Agenda			Lost in Time and Space 315	Lost in Time and Space 5
Out of this World	Mythos		Act			Lost in Time and Space 316	Lost in Time and Space 6
Into the Beyond	Mythos		Act			Lost in Time and Space 317	Lost in Time and Space 7
Close the Rift	Mythos		Act			Lost in Time and Space 318	Lost in Time and Space 8
Finding a New Way	Mythos		Act			Lost in Time and Space 319	Lost in Time and Space 9
Another Dimension: Unfettered by Reality	Mythos		Location		Otherworld.	Lost in Time and Space 320	Lost in Time and Space 10
The Edge of the Universe	Mythos		Location		Otherworld.	Lost in Time and Space 321	Lost in Time and Space 11
Tear Through Time	Mythos		Location		Otherworld.	Lost in Time and Space 322	Lost in Time and Space 12
Yog-Sothoth: The Lurker Beyond the Threshold	Mythos		Enemy		Ancient One. Elite.	Lost in Time and Space 323	Lost in Time and Space 13
Tear Through Space	Mythos		Location		Otherworld. Extradimensional.	Lost in Time and Space 324	Lost in Time and Space 14-17
Prismatic Cascade	Mythos		Location		Otherworld. Extradimensional.	Lost in Time and Space 325	Lost in Time and Space 18-19
Endless Bridge	Mythos		Location		Otherworld. Extradimensional.	Lost in Time and Space 326	Lost in Time and Space 20-21
Steps of Y'hagharl	Mythos		Location		Otherworld. Extradimensional.	Lost in Time and Space 327	Lost in Time and Space 22
Dimensional Doorway	Mythos		Location		Otherworld. Extradimensional.	Lost in Time and Space 328	Lost in Time and Space 23
Interstellar Traveler	Mythos		Enemy		Monster. Yithian.	Lost in Time and Space 329	Lost in Time and Space 24-26
Yithian Starseeker	Mythos		Enemy		Monster. Yithian.	Lost in Time and Space 330	Lost in Time and Space 27-28
Collapsing Reality	Mythos		Treachery		Hazard.	Lost in Time and Space 331	Lost in Time and Space 29-31
Wormhole	Mythos		Treachery		Hazard.	Lost in Time and Space 332	Lost in Time and Space 32-33
Vast Expanse	Mythos		Treachery		Terror.	Lost in Time and Space 333	Lost in Time and Space 34-36
