Leo Anderson: The Expedition Leader	 Guardian		Investigator		Veteran. Wayfarer.	The Forgotten Age 1	
Kerosene (1)	 Guardian	3	Asset		Item.	Shattered Aeons 304	
Flamethrower (5)	 Guardian	4	Asset	  	Item. Weapon. Firearm.	Shattered Aeons 305	
Vantage Point	 Seeker	1	Event	 	Insight.	Shattered Aeons 306	
Pnakotic Manuscripts: Mind-Expanding Ideas (5)	 Seeker	5	Asset	 	Item. Relic. Tome.	Shattered Aeons 307	
Borrowed Time (3)	 Rogue	1	Asset	 	Ritual.	Shattered Aeons 308	
All In (5)	 Rogue		Skill	 	Fortune.	Shattered Aeons 309	
Shards of the Void (3)	 Mystic	3	Asset	 	Spell.	Shattered Aeons 310	
Seal of the Seventh Sign: Over the Threshold and Beyond (5)	 Mystic	4	Asset	 	Spell. Ritual.	Shattered Aeons 311	
Impromptu Barrier	 Survivor	1	Event		Tactic. Improvised.	Shattered Aeons 312	
Alter Fate (3)	 Survivor	1	Event		Spell. Blessed.	Shattered Aeons 313	
Shattered Aeons	Mythos		Scenario			Shattered Aeons 314	Shattered Aeons 1
Threads of Time	Mythos		Agenda			Shattered Aeons 315	Shattered Aeons 2
Pendulous Threads	Mythos		Agenda			Shattered Aeons 316	Shattered Aeons 3
Snapped Threads	Mythos		Agenda			Shattered Aeons 317	Shattered Aeons 4
Worlds Beyond	Mythos		Act			Shattered Aeons 318	Shattered Aeons 5
Search for the Brotherhood	Mythos		Act			Shattered Aeons 319	Shattered Aeons 6
The Yithian Relic	Mythos		Act			Shattered Aeons 320	Shattered Aeons 7
Mend the Shatter	Mythos		Act			Shattered Aeons 321	Shattered Aeons 8
Paradise Lost	Mythos		Act			Shattered Aeons 322	Shattered Aeons 9
Timelock	Mythos		Act			Shattered Aeons 323	Shattered Aeons 10
Nexus of N'kai: Unraveling the Threads	Mythos		Location		Ancient. Ruins.	Shattered Aeons 324	Shattered Aeons 11
Ichtaca: Scion of Yig	Mythos		Enemy		Humanoid. Monster. Serpent. Elite.	Shattered Aeons 325	Shattered Aeons 12
Yig's Mercy	Mythos		Story			Shattered Aeons 325	
Alejandro Vela: Or, Is He?	Mythos		Enemy		Humanoid. Cultist. Elite.	Shattered Aeons 326	Shattered Aeons 13
Another Way	Mythos		Story			Shattered Aeons 326	
Yuggoth	Mythos		Location		Otherworld.	Shattered Aeons 327	Shattered Aeons 14
Shores of R'lyeh	Mythos		Location		Otherworld.	Shattered Aeons 328	Shattered Aeons 15
City of the Unseen	Mythos		Location		Otherworld.	Shattered Aeons 329	Shattered Aeons 16
A Pocket in Time	Mythos		Location		Extradimensional.	Shattered Aeons 330	Shattered Aeons 17
Ruins of New York	Mythos		Location		Shattered. Future. Ruins.	Shattered Aeons 331	Shattered Aeons 18
Mu	Mythos		Location		Shattered. Ancient.	Shattered Aeons 332	Shattered Aeons 19
Atlantis	Mythos		Location		Shattered. Ancient.	Shattered Aeons 333	Shattered Aeons 20
Pnakotus	Mythos		Location		Shattered. Ancient.	Shattered Aeons 334	Shattered Aeons 21
Valusia	Mythos		Location		Shattered. Ancient.	Shattered Aeons 335	Shattered Aeons 22
Plateau of Leng	Mythos		Location		Shattered. Present-Day.	Shattered Aeons 336	Shattered Aeons 23
Formless Spawn: From the Abyss	Mythos		Enemy		Monster. Abomination. Elite.	Shattered Aeons 337	Shattered Aeons 24
Temporal Devourer	Mythos		Enemy		Monster. Extradimensional.	Shattered Aeons 338	Shattered Aeons 25-26
Shattered Ages	Mythos		Treachery		Hex.	Shattered Aeons 339	Shattered Aeons 27-28
Between Worlds	Mythos		Treachery		Hex.	Shattered Aeons 340	Shattered Aeons 29-30
Wracked by Time	Mythos		Treachery		Hex.	Shattered Aeons 341	Shattered Aeons 31-33
Creeping Darkness	Mythos		Treachery		Hazard.	Shattered Aeons 342	Shattered Aeons 34-35
Relic of Ages: Unleash the Timestream	Neutral	2	Asset	  	Item. Relic.	Shattered Aeons 343	Shattered Aeons 36
Turn Back Time	Mythos		Scenario			Shattered Aeons 344	Turn Back Time 1
Into the Ruins Once Again	Mythos		Act			Shattered Aeons 345	Turn Back Time 2
The Chamber of Still Remains	Mythos		Act			Shattered Aeons 346	Turn Back Time 3
Moment of Doom	Mythos		Act			Shattered Aeons 347	Turn Back Time 4
